Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
23/05/26,,Betis Over 2.5,1.67,1.61,-3.59,,,X,,,
23/05/26,,Real Madrid Win,1.24,1.48,19.35,4-2,G,1,20,9.6,G (4-2)
23/05/26,,Real Madrid Over 3.5,2.13,2.2,3.29,,,X,,,
23/05/26,,Barcelona Win,1.91,1.95,2.09,,,X,,,
23/05/26,,Barcelona Draw,4.07,4.15,1.97,,,X,,,
23/05/26,,Barcelona Under 3.5,1.66,1.675,0.90,,,X,,,
Dagtotaal 23/05/26,,,,,,,,,150.00,57.55,ROI 38.4% · 13 plays

24/05/26,,Brighton Draw,3.84,4.25,10.68,0-3,F,0,5,-5,F (0-3)
24/05/26,,Brighton Under 2.5,2.29,2.75,20.09,0-3,F,0,10,-10,F 0-3
24/05/26,,Brighton Under 3.5,1.51,1.72,13.91,,,X,,,
24/05/26,,Burnley Win,2.15,2.35,9.30,1-1,F,0,10,-10,F (1-1)
24/05/26,,Burnley Draw,2.9,3.54,22.07,1-1,G,1,5,12.7,G (1-1)
24/05/26,,Burnley Under 1.5,2.26,4.33,91.59,,,X,,,
24/05/26,,Burnley Under 2.5,1.38,2.1,52.17,,,X,,,
24/05/26,,Burnley Under 3.5,1.13,1.5,32.74,1-1,G,1,20,10,G (1-1)
24/05/26,,Arsenal Win,1.62,1.83,12.96,1-2,G,1,15,12.45,G (1-2)
24/05/26,,Arsenal Draw,3.89,4,2.83,,,X,,,
24/05/26,,Arsenal Under 2.5,1.76,2.2,25.00,1-2,F,0,15,-15,F (1-2)
24/05/26,,Arsenal Under 3.5,1.29,1.45,12.40,,,X,,,
24/05/26,,Fulham Win,2.3,2.88,25.22,2-0,G,1,10,18.8,G (2-0)
24/05/26,,Fulham Draw,3.25,3.84,18.15,2-0,F,0,5,-5,F (2-0)
24/05/26,,Fulham Under 2.5,1.72,2.35,36.63,2-0,G,1,15,20.25,G (2-0)
24/05/26,,Fulham Under 3.5,1.27,1.53,20.47,,,X,,,
24/05/26,,Liverpool Win,1.51,1.85,22.52,1-1,F,0,15,-15,F (1-1)
24/05/26,,Liverpool Under 2.5,2.56,2.75,7.42,1-1,G,1,5,8.75,G (1-1)
24/05/26,,Liverpool Under 3.5,1.63,1.72,5.52,,,X,,,
24/05/26,,Man City Draw,5.41,6.3,16.45,1-2,F,0,2.5,-2.5,F (1-2)
24/05/26,,Man City Under 2.5,2.64,3.75,42.05,1-2,F,0,5,-5,F (1-2)
24/05/26,,Man City Under 3.5,1.67,2.1,25.75,,,X,,,
24/05/26,,Nottingham Under 2.5,2.34,2.38,1.71,,,X,,,
24/05/26,,Nottingham Under 3.5,1.54,1.57,1.95,,,X,,,
24/05/26,,Sunderland Win,2.19,3.5,59.82,2-1,G,1,10,25,G (2-1)
24/05/26,,Sunderland Draw,3.6,3.82,6.11,2-1,F,0,5,-5,F (2-1)
24/05/26,,Everton Win,3.05,3.9,27.87,1-0,F,0,5,-5,F (1-0)
24/05/26,,Everton Draw,3.32,3.8,14.46,1-0,F,0,5,-5,F (1-0)
24/05/26,,Everton Under 2.5,1.87,2.1,12.30,1-0,G,1,15,16.5,G (1-0)
24/05/26,,Leeds Win,2.3,4.1,78.26,3-0,F,0,10,-10,F (3-0)
24/05/26,,Leeds Draw,3.75,4.2,12.00,3-0,F,0,5,-5,F (3-0)
24/05/26,,Leeds Over 2.5,1.71,1.61,-5.85,,,X,,,
24/05/26,,Sassuolo Win,2.4,2.62,9.17,1-0,F,0,5,-5,F (1-0)
24/05/26,,Sassuolo Draw,3.12,3.42,9.62,1-0,F,0,5,-5,F (1-0)
24/05/26,,Sassuolo Under 2.5,1.64,1.975,20.43,1-0,G,1,15,14.625,G (1-0)
24/05/26,,Udinese Win,4.78,7,46.44,1-0,F,0,5,-5,F (1-0)
24/05/26,,Udinese Draw,4.21,4.25,0.95,,,X,,,
24/05/26,,Udinese Over 2.5,1.57,1.9,21.02,1-0,F,0,15,-15,F (1-0)
24/05/26,,Cagliari Win,7.07,10.9,54.17,1-2,G,1,2.5,24.75,G (1-2)
24/05/26,,Cagliari Draw,4.02,5.55,38.06,1-2,F,0,5,-5,F (1-2)
24/05/26,,Cagliari Under 2.5,2,2.2,10.00,1-2,F,0,10,-10,F (1-2)
24/05/26,,Como Draw,3.75,4.4,17.33,1-4,F,0,5,-5,F (1-4)
24/05/26,,Como Under 2.5,1.82,2.2,20.88,1-4,F,0,15,-15,F (1-4)
24/05/26,,Hellas Win,8.11,10.5,29.47,0-2,F,0,2.5,-2.5,F (0-2)
24/05/26,,Hellas Draw,4.09,5.75,40.59,0-2,F,0,5,-5,F (0-2)
24/05/26,,Hellas Under 2.5,1.92,2.05,6.77,0-2,G,1,10,10.5,G (0-2)
24/05/26,,Genoa Win,2.53,5,97.63,1-0,F,0,5,-5,F (1-0)
24/05/26,,Genoa Draw,2.98,3.56,19.46,1-0,F,0,5,-5,F (1-0)
24/05/26,,Genoa Under 2.5,1.52,1.625,6.91,1-0,G,1,15,9.375,G (1-0)
24/05/26,,Torino Win,5.03,7,39.16,2-2,F,0,2.5,-2.5,F (2-2)
24/05/26,,Torino Draw,3.8,4.5,18.42,2-2,G,1,5,17.5,G (2-2)
24/05/26,,Villarreal Win,2.06,2.5,21.36,5-1,G,1,10,15,G (5-1)
24/05/26,,Villarreal Under 2.5,2.57,2.63,2.33,,,X,,,
24/05/26,,Villarreal Under 3.5,1.63,1.67,2.45,,,X,,,
Dagtotaal 24/05/26,,,,,,,,,335.00,33.70,ROI 10.1% · 40 plays

08/08/26,Go Ahead Eagles - Willem II Tilburg,1X2 Go Ahead Eagles,1.59,1.68,5.69,4-1,G,1,15,10.2,
08/08/26,Go Ahead Eagles - Willem II Tilburg,O/U 2.5 Under,2.137,2.4,12.32,4-1,F,0,10,-10,
08/08/26,PSV - Fortuna Sittard,O/U 3.5 Over,1.265,1.57,24.14,2-2,G,1,20,11.4,
08/08/26,AZ - ADO Den Haag,O/U 3.5 Over,1.765,2.25,27.50,2-0,F,0,15,-15,
08/08/26,Vitória SC - FC Arouca,1X2 Vitória SC,1.498,1.9,26.87,0-1,F,0,20,-20,
08/08/26,Vitória SC - FC Arouca,O/U 2.5 Over,1.53,1.94,26.84,0-1,F,0,15,-15,
08/08/26,CF Estrela da Amadora - Sporting Clube de Portugal,O/U 3.5 Over,1.661,2.25,35.45,2-2,G,1,10,12.5,
Dagtotaal 08/08/26,,,,,,,,,105.00,-25.90,ROI -24.7% · 7 plays

09/08/26,Sparta Rotterdam - Feyenoord Rotterdam,1X2 Feyenoord Rotterdam,1.289,1.71,32.68,0-1,G,1,20,14.2,
09/08/26,FC Groningen - FC Utrecht,1X2 FC Groningen,2.141,2.35,9.75,2-1,G,1,10,13.5,
09/08/26,FC Groningen - FC Utrecht,O/U 2.5 Under,1.8,2.03,12.79,2-1,F,0,15,-15,
09/08/26,SC Heerenveen - FC Twente '65,1X2 FC Twente '65,1.702,2.19,28.64,1-0,F,0,15,-15,
09/08/26,Sport Lisboa e Benfica - Académico de Viseu FC,1X2 Gelijkspel,9.13,9.72,6.46,2-2,G,1,1.25,10.9,
09/08/26,Moreirense FC - Sporting Clube de Braga,O/U 2.5 Over,1.638,1.94,18.47,2-2,G,1,15,14.1,
Dagtotaal 09/08/26,,,,,,,,,76.25,22.70,ROI 29.8% · 6 plays

10/08/26,CD Santa Clara - CD Nacional,1X2 Gelijkspel,2.595,3.46,33.32,2-2,G,1,5,12.3,
10/08/26,CD Santa Clara - CD Nacional,O/U 2.5 Under,1.251,1.67,33.47,2-2,F,0,20,-20,
Dagtotaal 10/08/26,,,,,,,,,25.00,-7.70,ROI -30.8% · 2 plays

14/08/26,Telstar 1963 - Sparta Rotterdam,1X2 Telstar 1963,1.616,2.31,42.93,1-3,F,0,15,-15,
14/08/26,Telstar 1963 - Sparta Rotterdam,O/U 3.5 Over,2.095,2.38,13.62,1-3,G,1,5,6.9,
Dagtotaal 14/08/26,,,,,,,,,20.00,-8.10,ROI -40.5% · 2 plays

15/08/26,FC Utrecht - AZ,1X2 AZ,2.049,2.41,17.61,1-4,G,1,10,14.1,
15/08/26,FC Utrecht - AZ,O/U 2.5 Under,2.032,2.35,15.64,1-4,F,0,10,-10,
15/08/26,Willem II Tilburg - NEC,O/U 3.5 Under,1.387,1.7,22.57,1-4,F,0,15,-15,
15/08/26,SBV Excelsior - PSV,1X2 PSV,1.244,1.61,29.40,1-2,G,1,20,12.2,
15/08/26,SBV Excelsior - PSV,O/U 3.5 Over,1.685,1.92,13.93,1-2,F,0,15,-15,
15/08/26,Deportivo Alavés - Getafe CF,1X2 Gelijkspel,2.722,2.91,6.91,3-0,F,0,5,-5,
15/08/26,Deportivo Alavés - Getafe CF,1X2 Getafe CF,3.103,3.78,21.80,3-0,F,0,5,-5,
15/08/26,Sevilla FC - Rayo Vallecano de Madrid,1X2 Gelijkspel,2.904,3.33,14.66,2-1,F,0,5,-5,
15/08/26,Sevilla FC - Rayo Vallecano de Madrid,O/U 2.5 Under,1.462,1.7,16.25,2-1,F,0,15,-15,
15/08/26,Rio Ave FC - FC Porto,1X2 FC Porto,1.169,1.4,19.72,0-2,G,1,20,8,
15/08/26,Rio Ave FC - FC Porto,O/U 2.5 Over,1.502,1.85,23.15,0-2,F,0,15,-15,
Dagtotaal 15/08/26,,,,,,,,,135.00,-50.70,ROI -37.6% · 11 plays

16/08/26,ADO Den Haag - Groningen,1X2 Groningen,,2.7,,1-4,G,1,7.5,12.75,
16/08/26,Feyenoord Rotterdam - Go Ahead Eagles,1X2 Feyenoord Rotterdam,1.178,1.39,18.03,2-2,G,1,20,7.8,
16/08/26,Feyenoord Rotterdam - Go Ahead Eagles,O/U 3.5 Over,1.611,1.92,19.16,2-2,G,1,15,13.8,
16/08/26,AFC Ajax - SC Heerenveen,1X2 AFC Ajax,1.104,1.45,31.31,2-2,G,1,20,9,
16/08/26,AFC Ajax - SC Heerenveen,O/U 3.5 Over,1.562,2.05,31.20,2-2,G,1,15,15.75,
16/08/26,Real Racing Club de Santander - Villarreal CF,1X2 Villarreal CF,2.069,2.31,11.65,2-2,F,0,10,-10,
16/08/26,Real Racing Club de Santander - Villarreal CF,O/U 2.5 Over,1.66,1.89,13.84,2-2,G,1,15,13.35,
16/08/26,RCD Espanyol de Barcelona - Levante UD,O/U 2.5 Over,2.012,2.31,14.79,3-0,G,1,10,13.1,
16/08/26,CD Nacional - GD Estoril Praia,1X2 CD Nacional,2.39,2.76,15.47,2-0,G,1,5,8.8,
16/08/26,CD Nacional - GD Estoril Praia,O/U 2.5 Over,1.392,1.92,37.89,2-0,F,0,15,-15,
16/08/26,FC Arouca - Moreirense FC,1X2 Moreirense FC,3.048,3.69,21.08,4-0,F,0,5,-5,
16/08/26,FC Arouca - Moreirense FC,O/U 2.5 Over,1.585,2.1,32.49,4-0,G,1,15,16.5,
Dagtotaal 16/08/26,,,,,,,,,152.50,80.85,ROI 53.0% · 12 plays

17/08/26,RC Deportivo La Coruña - Elche CF,O/U 2.5 Over,1.537,2.42,57.42,1-1,F,0,10,-10,
17/08/26,Casa Pia AC - Sport Lisboa e Benfica,1X2 Gelijkspel,5.273,6.39,21.19,0-7,F,0,2.5,-2.5,
17/08/26,Casa Pia AC - Sport Lisboa e Benfica,O/U 2.5 Under,1.955,2.35,20.20,0-7,F,0,7.5,-7.5,
Dagtotaal 17/08/26,,,,,,,,,20.00,-20.00,ROI -100.0% · 3 plays

19/08/26,Club Atlético de Madrid - Málaga CF,O/U 2.5 Over,1.356,1.84,35.74,2-0,F,0,15,-15,
Dagtotaal 19/08/26,,,,,,,,,15.00,-15.00,ROI -100.0% · 1 plays

20/08/26,Rayo Vallecano de Madrid - Deportivo Alavés,O/U 1.5 Over,1.509,1.61,6.71,1-1,G,1,15,9.15,
Dagtotaal 20/08/26,,,,,,,,,15.00,9.15,ROI 61.0% · 1 plays

21/08/26,Real Betis Balompié - Real Sociedad de Fútbol,1X2 Real Betis Balompié,1.982,2.14,7.95,1-0,G,1,10,11.4,
21/08/26,Olympique de Marseille - RC Strasbourg Alsace,1X2 Olympique de Marseille,1.414,1.79,26.56,4-0,G,1,20,15.8,
21/08/26,Olympique de Marseille - RC Strasbourg Alsace,O/U 3.5 Over,1.938,2.42,24.86,4-0,G,1,7.5,10.65,
Dagtotaal 21/08/26,,,,,,,,,37.50,37.85,ROI 100.9% · 3 plays

22/08/26,Fortuna Sittard - AZ,1X2 AZ,1.463,1.6,9.40,0-2,G,1,20,12,
22/08/26,Fortuna Sittard - AZ,O/U 3.5 Over,1.748,2.21,26.42,0-2,F,0,10,-10,
22/08/26,Sparta Rotterdam - FC Utrecht,1X2 Gelijkspel,3.402,3.46,1.71,3-3,G,1,5,12.3,
22/08/26,Sparta Rotterdam - FC Utrecht,1X2 FC Utrecht,2.425,2.69,10.92,3-3,F,0,5,-5,
22/08/26,Sparta Rotterdam - FC Utrecht,O/U 2.5 Under,1.825,2.12,16.15,3-3,F,0,10,-10,
22/08/26,SC Heerenveen - PEC Zwolle,1X2 SC Heerenveen,1.275,1.6,25.49,0-2,F,0,20,-20,
22/08/26,SC Heerenveen - PEC Zwolle,O/U 3.5 Over,1.772,2.12,19.66,0-2,F,0,10,-10,
22/08/26,Athletic Club - Sevilla FC,1X2 Athletic Club,1.531,1.77,15.62,1-3,F,0,15,-15,
22/08/26,Athletic Club - Sevilla FC,O/U 2.5 Over,1.668,2.3,37.87,1-3,G,1,10,13,
22/08/26,Valencia CF - RC Celta de Vigo,1X2 Gelijkspel,3.386,3.31,-2.26,0-0,G,1,5,11.55,
22/08/26,Valencia CF - RC Celta de Vigo,1X2 RC Celta de Vigo,2.613,3.27,25.12,0-0,F,0,5,-5,
22/08/26,Valencia CF - RC Celta de Vigo,O/U 2.5 Over,2.068,2.31,11.69,0-0,F,0,10,-10,
22/08/26,RCD Espanyol de Barcelona - Real Madrid CF,1X2 Gelijkspel,4.25,4.77,12.23,1-2,F,0,5,-5,
22/08/26,RCD Espanyol de Barcelona - Real Madrid CF,O/U 2.5 Under,2.121,2.23,5.15,1-2,F,0,7.5,-7.5,
22/08/26,Ipswich Town FC - Sunderland AFC,1X2 Sunderland AFC,1.61,2.68,66.48,2-1,F,0,10,-10,
22/08/26,Nottingham Forest FC - Leeds United FC,1X2 Nottingham Forest FC,1.78,2.38,33.73,0-1,F,0,15,-15,
22/08/26,Nottingham Forest FC - Leeds United FC,O/U 2.5 Under,1.866,1.96,5.02,0-1,G,1,10,9.6,
22/08/26,Everton FC - Crystal Palace FC,1X2 Gelijkspel,3.363,3.52,4.68,2-0,F,0,5,-5,
22/08/26,Everton FC - Crystal Palace FC,O/U 2.5 Under,1.853,1.96,5.76,2-0,G,1,10,9.6,
22/08/26,Brentford FC - Tottenham Hotspur FC,1X2 Tottenham Hotspur FC,1.93,2.88,49.19,3-0,F,0,10,-10,
22/08/26,Brentford FC - Tottenham Hotspur FC,O/U 2.5 Over,1.41,1.76,24.81,3-0,G,1,15,11.4,
22/08/26,GD Estoril Praia - Rio Ave FC,1X2 GD Estoril Praia,1.771,1.92,8.42,0-2,F,0,10,-10,
22/08/26,GD Estoril Praia - Rio Ave FC,O/U 2.5 Under,1.708,2.04,19.42,0-2,G,1,10,10.4,
22/08/26,Sporting Clube de Portugal - FC Alverca,O/U 3.5 Over,1.295,2.1,62.16,3-1,G,1,10,11,
22/08/26,Udinese Calcio - Como 1907,1X2 Como 1907,1.732,1.86,7.37,1-1,F,0,15,-15,
22/08/26,FC Internazionale Milano - AC Monza,O/U 2.5 Over,1.188,1.65,38.91,4-1,G,1,15,9.75,
22/08/26,Genoa CFC - SSC Napoli,1X2 SSC Napoli,1.46,1.9,30.12,0-2,G,1,20,18,
22/08/26,Genoa CFC - SSC Napoli,O/U 2.5 Over,2.129,2.41,13.20,0-2,F,0,10,-10,
22/08/26,Racing Club de Lens - AJ Auxerre,1X2 Racing Club de Lens,1.364,1.62,18.76,5-2,G,1,15,9.3,
22/08/26,OGC Nice - FC Lorient,1X2 OGC Nice,1.549,2.17,40.10,0-0,F,0,15,-15,
22/08/26,Toulouse FC - Olympique Lyonnais,1X2 Olympique Lyonnais,1.886,2.48,31.52,0-2,G,1,10,14.8,
Dagtotaal 22/08/26,,,,,,,,,342.50,-34.80,ROI -10.2% · 31 plays

23/08/26,Go Ahead Eagles - ADO Den Haag,1X2 Go Ahead Eagles,1.352,1.75,29.46,3-1,G,1,15,11.25,
23/08/26,PSV - FC Groningen,1X2 PSV,1.188,1.34,12.78,5-1,G,1,20,6.8,
23/08/26,PSV - FC Groningen,O/U 3.5 Over,1.243,1.86,49.63,5-1,G,1,10,8.6,
23/08/26,Club Atlético de Madrid - Villarreal CF,1X2 Club Atlético de Madrid,1.395,1.92,37.59,2-2,F,0,15,-15,
23/08/26,Club Atlético de Madrid - Villarreal CF,O/U 2.5 Over,1.421,1.93,35.79,2-2,G,1,15,13.95,
23/08/26,Elche CF - FC Barcelona,1X2 Elche CF,8.889,9.3,4.63,0-5,F,0,2.5,-2.5,
23/08/26,Elche CF - FC Barcelona,1X2 Gelijkspel,5.39,5.94,10.21,0-5,F,0,2.5,-2.5,
23/08/26,Manchester City FC - AFC Bournemouth,1X2 Manchester City FC,1.143,1.53,33.84,2-1,G,1,20,10.6,
23/08/26,Manchester City FC - AFC Bournemouth,O/U 3.5 Over,1.562,2.15,37.63,2-1,F,0,10,-10,
23/08/26,Brighton & Hove Albion FC - Aston Villa FC,1X2 Gelijkspel,3.501,3.67,4.81,4-0,F,0,5,-5,
23/08/26,Brighton & Hove Albion FC - Aston Villa FC,1X2 Aston Villa FC,2.75,3.33,21.11,4-0,F,0,5,-5,
23/08/26,Brighton & Hove Albion FC - Aston Villa FC,O/U 2.5 Under,2.098,2.21,5.33,4-0,F,0,10,-10,
23/08/26,Newcastle United FC - Liverpool FC,O/U 3.5 Over,1.863,2.27,21.84,2-2,G,1,10,12.7,
23/08/26,Vitória SC - CD Nacional,1X2 Gelijkspel,3.129,3.94,25.90,1-0,F,0,5,-5,
23/08/26,Vitória SC - CD Nacional,O/U 2.5 Under,1.526,1.92,25.82,1-0,G,1,15,13.8,
23/08/26,FC Porto - FC Arouca,O/U 2.5 Over,1.416,1.62,14.37,2-0,F,0,15,-15,
23/08/26,Frosinone Calcio - Juventus FC,1X2 Juventus FC,1.187,1.48,24.69,0-1,G,1,20,9.6,
23/08/26,Frosinone Calcio - Juventus FC,O/U 2.5 Over,1.467,1.86,26.83,0-1,F,0,15,-15,
23/08/26,Venezia FC - US Lecce,1X2 Gelijkspel,2.79,3.33,19.37,0-2,F,0,5,-5,
23/08/26,Venezia FC - US Lecce,1X2 US Lecce,2.809,3.5,24.61,0-2,G,1,5,12.5,
23/08/26,Venezia FC - US Lecce,O/U 2.5 Under,1.402,1.72,22.70,0-2,G,1,15,10.8,
23/08/26,Atalanta BC - US Sassuolo Calcio,1X2 Atalanta BC,1.305,1.59,21.87,2-1,G,1,20,11.8,
23/08/26,Torino FC - AC Milan,1X2 AC Milan,1.687,1.83,8.49,1-2,G,1,15,12.45,
23/08/26,Angers SCO - Lille OSC,1X2 Lille OSC,1.358,1.75,28.90,0-2,G,1,15,11.25,
23/08/26,Le Havre AC - AS Monaco FC,1X2 AS Monaco FC,1.452,1.92,32.26,0-1,G,1,15,13.8,
23/08/26,Le Havre AC - AS Monaco FC,O/U 2.5 Over,1.552,1.65,6.30,0-1,F,0,15,-15,
Dagtotaal 23/08/26,,,,,,,,,315.00,54.90,ROI 17.4% · 26 plays

24/08/26,CA Osasuna - Levante UD,1X2 CA Osasuna,1.478,1.88,27.20,0-0,F,0,15,-15,
24/08/26,CA Osasuna - Levante UD,O/U 2.5 Over,1.664,2.07,24.40,0-0,F,0,15,-15,
24/08/26,Fulham FC - Chelsea FC,1X2 Fulham FC,3.772,3.98,5.51,2-3,F,0,5,-5,
24/08/26,Fulham FC - Chelsea FC,1X2 Gelijkspel,4.034,3.96,-1.82,2-3,F,0,5,-5,
24/08/26,Fulham FC - Chelsea FC,O/U 2.5 Over,1.565,1.72,9.94,2-3,G,1,15,10.8,
24/08/26,Gil Vicente FC - Casa Pia AC,1X2 Gil Vicente FC,1.309,1.73,32.14,2-0,G,1,20,14.6,
24/08/26,Gil Vicente FC - Casa Pia AC,O/U 2.5 Over,1.901,2.3,20.98,2-0,F,0,10,-10,
24/08/26,Bologna FC 1909 - SS Lazio,1X2 Bologna FC 1909,2.162,2.29,5.91,0-1,F,0,10,-10,
24/08/26,Bologna FC 1909 - SS Lazio,1X2 Gelijkspel,3.136,3.35,6.82,0-1,F,0,5,-5,
24/08/26,Bologna FC 1909 - SS Lazio,O/U 2.5 Under,1.578,1.74,10.25,0-1,G,1,10,7.4,
24/08/26,AS Roma - ACF Fiorentina,1X2 AS Roma,1.315,1.63,23.99,4-0,G,1,20,12.6,
24/08/26,AS Roma - ACF Fiorentina,O/U 2.5 Over,1.821,1.96,7.66,4-0,G,1,10,9.6,
Dagtotaal 24/08/26,,,,,,,,,140.00,-10.00,ROI -7.1% · 12 plays

26/08/26,Real Madrid CF - Real Sociedad de Fútbol,1X2 Real Madrid CF,1.107,1.35,21.93,4-1,G,1,20,7,
Dagtotaal 26/08/26,,,,,,,,,20.00,7.00,ROI 35.0% · 1 plays

27/08/26,RC Celta de Vigo - CA Osasuna,1X2 RC Celta de Vigo,1.711,2.03,18.63,1-2,F,0,15,-15,
27/08/26,FC Barcelona - Athletic Club,1X2 FC Barcelona,1.082,1.35,24.77,2-0,G,1,20,7,
27/08/26,FC Barcelona - Athletic Club,O/U 3.5 Over,1.744,2.19,25.57,2-0,F,0,12.5,-12.5,
Dagtotaal 27/08/26,,,,,,,,,47.50,-20.50,ROI -43.2% · 3 plays

28/08/26,FC Bayern München - VfB Stuttgart,1X2 FC Bayern München,1.125,1.31,16.45,5-1,G,1,20,6.2,
28/08/26,FC Bayern München - VfB Stuttgart,O/U 4.5 Over,1.607,2.4,49.36,5-1,G,1,7.5,10.5,
28/08/26,Deportivo Alavés - Villarreal CF,1X2 Deportivo Alavés,2.46,3.19,29.66,1-0,G,1,5,10.95,
28/08/26,FC Groningen - Fortuna Sittard,1X2 FC Groningen,1.343,1.48,10.20,2-3,F,0,20,-20,
28/08/26,Lille OSC - Paris Saint-Germain FC,O/U 2.5 Over,1.529,1.79,17.07,2-2,G,1,15,11.85,
28/08/26,Crystal Palace FC - Manchester City FC,1X2 Manchester City FC,1.281,1.67,30.39,1-4,G,1,20,13.4,
28/08/26,Rio Ave FC - Sporting Clube de Portugal,O/U 3.5 Over,1.461,2.2,50.55,0-4,G,1,10,12,
28/08/26,AC Milan - Venezia FC,1X2 AC Milan,1.054,1.41,33.79,2-0,G,1,20,8.2,
28/08/26,AC Milan - Venezia FC,O/U 2.5 Over,1.371,1.88,37.17,2-0,F,0,15,-15,
Dagtotaal 28/08/26,,,,,,,,,132.50,38.10,ROI 28.8% · 9 plays

29/08/26,RB Leipzig - Borussia Mönchengladbach,1X2 RB Leipzig,1.3,1.58,21.49,3-0,G,1,15,8.7,
29/08/26,RB Leipzig - Borussia Mönchengladbach,O/U 3.5 Over,1.928,2.22,15.16,3-0,F,0,7.5,-7.5,
29/08/26,1. FC Union Berlin - Eintracht Frankfurt,1X2 Eintracht Frankfurt,2.612,2.83,8.35,3-3,G,1,5,9.15,
29/08/26,1. FC Köln - TSG 1899 Hoffenheim,O/U 3.5 Over,2.008,2.46,22.50,3-2,G,1,7.5,10.95,
29/08/26,Borussia Dortmund - Hamburger SV,O/U 3.5 Over,1.943,2.32,19.39,2-0,F,0,7.5,-7.5,
29/08/26,Levante UD - Real Betis Balompié,1X2 Real Betis Balompié,1.814,2.1,15.77,5-2,F,0,12.5,-12.5,
29/08/26,Levante UD - Real Betis Balompié,O/U 2.5 Over,1.696,2,17.95,5-2,G,1,15,15,
29/08/26,Real Sociedad de Fútbol - RCD Espanyol de Barcelona,O/U 2.5 Under,1.909,2.05,7.39,2-1,F,0,10,-10,
29/08/26,Sevilla FC - Club Atlético de Madrid,1X2 Club Atlético de Madrid,1.898,2.16,13.81,1-3,G,1,10,11.6,
29/08/26,Sevilla FC - Club Atlético de Madrid,O/U 2.5 Over,1.846,1.99,7.79,1-3,G,1,10,9.9,
29/08/26,SBV Excelsior - Sparta Rotterdam,1X2 Gelijkspel,3.74,3.88,3.74,2-1,F,0,5,-5,
29/08/26,SBV Excelsior - Sparta Rotterdam,1X2 Sparta Rotterdam,2.528,2.7,6.78,2-1,F,0,5,-5,
29/08/26,AZ - Go Ahead Eagles,1X2 AZ,1.175,1.41,20.04,5-2,G,1,20,8.2,
29/08/26,AZ - Go Ahead Eagles,O/U 3.5 Over,1.586,1.99,25.46,5-2,G,1,15,14.85,
29/08/26,PEC Zwolle - NEC,1X2 NEC,1.478,1.69,14.36,1-3,G,1,20,13.8,
29/08/26,RC Strasbourg Alsace - Racing Club de Lens,1X2 Racing Club de Lens,1.681,2.14,27.30,2-1,F,0,12.5,-12.5,
29/08/26,Olympique Lyonnais - Le Havre AC,O/U 2.5 Over,1.532,1.72,12.28,1-1,F,0,12.5,-12.5,
29/08/26,AJ Auxerre - Angers SCO,1X2 Gelijkspel,2.799,3.67,31.12,1-3,F,0,5,-5,
29/08/26,AJ Auxerre - Angers SCO,O/U 2.5 Under,1.264,1.88,48.75,1-3,F,0,15,-15,
29/08/26,Stade Brestois 29 - Toulouse FC,1X2 Stade Brestois 29,2.008,2.74,36.45,2-2,F,0,7.5,-7.5,
29/08/26,Liverpool FC - Nottingham Forest FC,1X2 Liverpool FC,1.24,1.45,16.94,2-2,F,0,20,-20,
29/08/26,AFC Bournemouth - Everton FC,1X2 Gelijkspel,2.921,3.63,24.29,1-1,G,1,5,13.15,
29/08/26,AFC Bournemouth - Everton FC,O/U 2.5 Under,1.467,2,36.36,1-1,G,1,15,15,
29/08/26,Tottenham Hotspur FC - Newcastle United FC,1X2 Newcastle United FC,2.577,3.1,20.28,0-2,G,1,7.5,15.75,
29/08/26,FC Alverca - CD Santa Clara,1X2 CD Santa Clara,1.937,2.64,36.26,1-1,F,0,7.5,-7.5,
29/08/26,US Sassuolo Calcio - Torino FC,1X2 Gelijkspel,3.214,3.42,6.42,2-1,F,0,5,-5,
29/08/26,US Sassuolo Calcio - Torino FC,1X2 Torino FC,2.739,3.42,24.87,2-1,F,0,5,-5,
29/08/26,AC Monza - Udinese Calcio,1X2 Udinese Calcio,1.717,2.42,40.95,2-3,G,1,10,14.2,
29/08/26,ACF Fiorentina - Frosinone Calcio,1X2 ACF Fiorentina,1.218,1.68,37.97,0-3,F,0,15,-15,
29/08/26,Juventus FC - Parma Calcio 1913,O/U 2.5 Under,2.072,2.2,6.17,2-0,G,1,7.5,9,
Dagtotaal 29/08/26,,,,,,,,,315.00,16.75,ROI 5.3% · 30 plays

30/08/26,SC Freiburg - SV Werder Bremen,1X2 SC Freiburg,1.575,2.08,32.04,4-1,G,1,10,10.8,
30/08/26,SC Freiburg - SV Werder Bremen,O/U 2.5 Over,1.527,1.83,19.87,4-1,G,1,15,12.45,
30/08/26,RC Celta de Vigo - Athletic Club,1X2 RC Celta de Vigo,2.182,2.46,12.77,0-2,F,0,10,-10,
30/08/26,FC Utrecht - PSV,1X2 PSV,1.147,1.67,45.57,1-6,G,1,15,10.05,
30/08/26,FC Utrecht - PSV,O/U 3.5 Over,1.461,2,36.85,1-6,G,1,12.5,12.5,
30/08/26,Feyenoord Rotterdam - ADO Den Haag,O/U 3.5 Over,1.567,1.75,11.68,2-2,G,1,10,7.5,
